Site ID;Sample ID;Ecosystem;Specie;Tissue;TOC
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_47;Seagrass;Zostera noltii;Aboveground;36.99248787
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_48;Seagrass;Zostera noltii;Aboveground;36.99248787
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_49;Seagrass;Zostera noltii;Aboveground;36.99248787
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_50;Seagrass;Zostera noltii;Aboveground;36.99248787
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_51;Seagrass;Zostera noltii;Aboveground;38.67931217
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_52;Seagrass;Zostera noltii;Aboveground;38.67931217
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_53;Seagrass;Zostera noltii;Aboveground;38.67931217
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_54;Seagrass;Zostera noltii;Aboveground;38.67931217
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_55;Seagrass;Zostera noltii;Aboveground;38.67931217
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_56;Seagrass;Zostera noltii;Aboveground;38.19908817
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_57;Seagrass;Zostera noltii;Aboveground;38.19908817
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_58;Seagrass;Zostera noltii;Aboveground;38.19908817
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_59;Seagrass;Zostera noltii;Aboveground;38.19908817
Ria de Aveiro - 1_Zn;Ria de Aveiro - 1_Zn_60;Seagrass;Zostera noltii;Aboveground;38.19908817
